id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price
9585,Lake Country Inn,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",10010 Highway 97 Lake Country British Columbia,Canada,Kimberley British Columbia,"(50.1141385, -119.3958372)",75
9586,Eagle's Nest B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",15620 Commonage Rd Lake Country British Columbia,Canada,Kimberley British Columbia,"(50.1243876, -119.447669)",
9587,Beaver Lake Mountain Resort,4.5,Excellent,"['Free parking', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette']",6350 Beaver Lake Rd Lake Country British Columbia,Canada,Kimberley British Columbia,"(50.0200757, -119.4054456)",
9588,Dee Lake Wilderness Resort,4.5,Excellent,"['Free parking', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Kitchenette']",10250 Dee Lake Rd Lake Country British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9589,Turtle Bay Marina & Resort,3.0,Average,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning']",2860 Woodsdale Road Lake Country British Columbia,Canada,Kimberley British Columbia,"(50.053654, -119.4107479)",
9590,Kokanee Beach Resort,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",11610 Rogers Rd Lake Country British Columbia,Canada,Kimberley British Columbia,"(50.0511277, -119.4056175)",
9591,Airport Inn Lakeside,1.5,Poor,"['Free parking', 'Airport transportation', 'Laundry Service', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Kitchenette']",11474 Petrie Rd Lake Country British Columbia,Canada,Kimberley British Columbia,"(50.0475964, -119.4108905)",
9592,Misty Mountain B&B,,,[],14111 Talbot Rd ,Canada,Kimberley British Columbia,"(51.5168438, -0.1999095)",
9593,Lakeview Inns & Suites - Brandon,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",1880 18th St N Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8869334, -99.9620414)",95
9594,Best Western Plus Brandon Inn,4.5,Excellent,"['Pool', 'Free High Speed Internet (WiFi)', 'Free parking', 'Spa', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",205 Middleton Ave Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8883183, -99.9392662)",199
9595,Days Inn & Suites by Wyndham Brandon,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Breakfast included', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",2130 Currie Blvd Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8126869, -99.9624353)",101
9596,Clarion Hotel & Suites,3.5,Very good,"['Pool', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Room service', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",3130 Victoria Ave Brandon Manitoba,Canada,Kimberley British Columbia,"(49.842132, -99.9391497)",103
9597,Super 8 by Wyndham Brandon MB,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1570 Highland Ave Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8857385, -99.9390989)",
9598,Comfort Inn Brandon,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",925 Middleton Ave Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8883183, -99.9392662)",
9599,Motel 6 Brandon MB,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",815 Middleton Ave Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8883183, -99.9392662)",100
9600,Colonial Inn,3.0,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Indoor pool', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1944 Queens Ave Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8301779, -99.9486014)",80
9601,Mid-Way Motel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1860 1st St N Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8878888, -99.9389522)",82
9602,Canad Inns Brandon,3.5,Very good,"['Pool', 'Restaurant', 'Room service', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1125 18th St Brandon Manitoba,Canada,Kimberley British Columbia,"(49.842194, -99.9618249)",
9603,Travelodge by Wyndham Brandon,3.0,Average,"['Free parking', 'Pool', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Kids pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",210 18th St N Brandon Manitoba,Canada,Kimberley British Columbia,"(49.8869334, -99.9620414)",99
9604,Keystone Motor Inn,,,[],1050 18th St Brandon Manitoba,Canada,Kimberley British Columbia,"(49.842194, -99.9618249)",98
9605,Comfort Inn Swift Current,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Non-smoking rooms']",1510 South Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.3040393, -107.7787414)",
9606,Holiday Inn Express Hotel & Suites Swift Current,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1301 N. Service Road Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",
9607,Motel 6 Swift Current,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']",1185 5th Ave NE Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2919112, -107.7936424)",
9608,Safari Inn Motel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Smoking rooms available']",810 South Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.3040393, -107.7787414)",
9609,Widus Inn,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Golf Course', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room']",1180 6th Ave NE Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2850932, -107.792041)",
9610,Super 8 by Wyndham Swift Current,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9611,Coast Swift Current Hotel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Restaurant', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",905 North Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2980383, -107.7983694)",93
9612,Days Inn by Wyndham Swift Current,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",105 George St W Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.29529, -107.8019396)",
9613,Country Comfort Bed & Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",RR#1 Wymark Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.107233, -107.7362337)",
9614,Country Lane Inn & Suites,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Hot Tub', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Air conditioning']",160 Begg Street West Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",
9616,Caravel Motel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )']",705 North Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2980383, -107.7983694)",
9617,Paradise Inn & Conference Centre,3.0,Average,"['Restaurant', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Breakfast included', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Suites']",11201 Grande Prairie Alberta,Canada,Kimberley British Columbia,"(55.1709919, -118.7948882)",
9618,SkyView Swift Current,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Meeting rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Tennis Court', 'Non-smoking rooms', 'Suites']",605 North Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.2980383, -107.7983694)",
9619,Travelodge Swift Current,2.5,Average,"['Free parking', 'Pool', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Smoking rooms available']",1150 South Service Road East Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.3040393, -107.7787414)",
9620,Rainbow Motel,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",210 South Service Rd E Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(50.3040393, -107.7787414)",
9621,Westwind Motel,2.0,Poor,"['Free parking', 'Pool', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",Highway #1 West Swift Current Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",
9622,Pomeroy Inn & Suites Dawson Creek,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",540 Highway 2 Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7376903, -120.1613159)",179
9623,Stonebridge Dawson Creek,4.5,Excellent,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",500 Highway 2 Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7376903, -120.1613159)",169
9624,Alahart RV Park,4.0,,[],1725 Alaska Ave ,Canada,Kimberley British Columbia,"(36.6193268114875, -87.4411769371625)",
9625,Days Inn by Wyndham Dawson Creek,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Non-smoking rooms', 'Suites']",640 122 Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7396861, -120.2179563)",135
9626,Holiday Inn Express & Suites Dawson Creek,,,[],12217 4 St Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7376916, -120.2116153)",160
9627,Travelodge Dawson Creek,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",10600 8 St Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7536259, -120.2246289)",130
9628,Super 8 by Wyndham Dawson Creek,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Bar/Lounge', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1440 Alaska Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",115
9629,George Dawson Inn,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Breakfast included', 'Room service', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Business Centre with Internet Access', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",11705 8 St Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7536259, -120.2246289)",
9630,Travellers Inn,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Laundry Service', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms']",800 112 Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7487477, -120.2301084)",80
9631,Aurora Park Inn & Suites,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Dry Cleaning', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Smoking rooms available']",12004 8 St Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.7536259, -120.2246289)",
9632,Comfort Inn Dawson Creek,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9633,Central Motel,4.0,Very good,[],1301 Alaska Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9634,Ramada Limited Dawson Creek,2.5,Average,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Golf Course', 'Non-smoking hotel', 'Kitchenette', 'Non-smoking rooms']",1748 Alaska Ave Dawson Creek British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9635,Holiday Inn Kitchener,3.5,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",30 Fairway Rd S Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4276875, -80.4334008)",81
9636,Kitchener Inn and Suites,,,[],4355 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.406577, -80.395666)",99
9637,The Walper Hotel,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Room service', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Minibar', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9638,Quality Inn Kitchener,4.0,Very good,"['Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Business Centre with Internet Access', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",2899 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.42904245, -80.4369158212131)",104
9639,Crowne Plaza Kitchener-Waterloo,4.0,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Restaurant', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Suites']",105 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4485229, -80.4873922230769)",153
9640,Knights Inn Kitchener,,,[],1455 Weber St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.431621, -80.438657)",72
9641,Howard Johnson by Wyndham Kitchener Conestoga,2.0,Poor,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9642,Fairway Inn & Suites,2.0,Poor,"['Free parking', 'Room service', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",2933 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4289111, -80.4349298)",80
9643,Forest Hill Bed and Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Suites']",78 Forest Hill Dr Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4303230730821, -80.5038890995096)",115
9644,Frederick Street Inn,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",230 Frederick St Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4543749, -80.4808992)",
9645,Radisson Hotel Kitchener,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Pool', 'Room service', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",2960 King St E Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4292532, -80.4334451413477)",
9646,Residence & Conference Centre - Kitchener-Waterloo,,,[],99 Conestoga College Blvd Kitchener Ontario,Canada,Kimberley British Columbia,"(43.3869089, -80.4119399)",
9647,Kitchener Motel,2.0,Poor,"['Free parking', 'Free High Speed Internet (WiFi)', 'Public Wifi', 'Air conditioning', 'Refrigerator in room']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
