id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,price
4894,Le Cachet B&B,5.0,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",3105 Chemin Capelton North Hatley Quebec,Canada,"(45.2792479520547, -71.9728178893411)",130.0
4895,Manoir Le Tricorne,4.5,Excellent,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",50 Chemin Gosselin North Hatley Quebec,Canada,"(52.4760892, -71.8258668)",
4896,La Raveaudiere,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",1 North Hatley Quebec,Canada,"(45.275611, -71.972122)",111.0
4897,Serendipity B&B,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",34 North Hatley Quebec,Canada,"(45.275611, -71.972122)",115.0
4898,Lecomte de la Fontaine,5.0,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",3985 Albert Mines North Hatley Quebec,Canada,"(52.4760892, -71.8258668)",100.0
4899,Super 8 by Wyndham Peace River AB,,,[],7610 100 Ave Peace River Alberta,Canada,"(56.2330238, -117.3077652)",
4900,Chateau Nova Peace River,4.5,Excellent,"['Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",10010 74 St Peace River Alberta,Canada,"(56.2330714, -117.3469476)",
4901,BCMInns - Peace River,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Electric vehicle charging station', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",9810 98 St Peace River Alberta,Canada,"(56.2353649, -117.294147)",
4902,Nova Inn Peace River,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Concierge', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",8010 100 Ave Peace River Alberta,Canada,"(56.2338733, -117.33264384587)",
4903,Peace Valley Inns,3.0,Average,"['Free parking', 'Restaurant', 'Breakfast included', 'Room service', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",9609 101 St Peace River Alberta,Canada,"(56.237114502269, -117.288446871707)",
4904,The Great Divide Lodge,3.0,Average,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Family Rooms', 'Non-smoking rooms']",Hwy 1 - 14 km W of Lk Louise British ,Canada,"(51.7252449, -3.0811001)",
4905,Truffle Pigs Lodge,4.0,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Non-smoking rooms']", ,Canada,"('nil', 'nil')",
4906,Mount Stephen Guesthouse,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Kitchenette', 'Non-smoking rooms']",304 Kicking Horse Avenue British Columbia,Canada,"(51.3959124, -116.4881795)",
4907,Yoho Guesthouse,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']", British ,Canada,"(51.7252449, -3.0811001)",
4908,Sunset Guesthouse,3.0,Average,[], ,Canada,"('nil', 'nil')",
4909,Gite chez Lucie,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel']", Les Escoumins Quebec,Canada,"(48.34621, -69.404068)",
4910,Manoir Bellevue,,,[],2 Les Escoumins Quebec,Canada,"(48.34621, -69.404068)",
4911,Motel Riviere Trois-Pistoles,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room']",141 Route 132 West Trois-Pistoles Quebec,Canada,"(52.4760892, -71.8258668)",
4912,Chez Choiniere,4.0,Very good,"['Spa', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']", ,Canada,"('nil', 'nil')",
4913,Motel La Seigneurie des Basques,2.5,Average,['Air conditioning'],734 Rue Notre-Dame Est Trois-Pistoles Quebec,Canada,"(48.1356005, -69.156539)",
4914,Kingfisher Lodge and Marina,3.5,Very good,"['Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Family Rooms']",211 Nuthatch Road Bamfield British Columbia,Canada,"(48.8286542, -125.133128)",
4915,Pacific Gateway Wilderness Lodge,4.5,Excellent,"['Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']",8 Michelsens Lane Bamfield British Columbia,Canada,"(48.838902, -125.1408761)",
4916,Mills Landing Cottages And Charters,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",295 Boardwalk Bamfield British Columbia,Canada,"(48.831482, -125.1394749)",
4917,Pachena Bay Campground,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi']", ,Canada,"('nil', 'nil')",
4918,Imperial Eagle Lodge,4.5,Excellent,"['Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",168 Wild Duck Road Bamfield British Columbia,Canada,"(48.8269146, -125.1418019)",
4919,Marie's Bed and Breakfast,3.5,Very good,[],468 Pachena Road Bamfield British Columbia,Canada,"(48.8225837, -125.1326976)",
4920,Auberge Lakeview,3.0,Average,"['Pool', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms', 'Suites']", ,Canada,"('nil', 'nil')",
4921,Auberge du Joli Vent,4.5,Excellent,"['Pool', 'Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']", ,Canada,"('nil', 'nil')",
4922,B&B Hillhouse,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",529 Chemin Bondville Lac-Brome Quebec,Canada,"(45.2418524, -72.5454545)",105.0
4923,Auberge Knowlton,4.0,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms', 'Suites']",286 Chemin Knowlton Quebec,Canada,"(52.4760892, -71.8258668)",
4924,Clinique Versoi,4.0,,[],328 Chemin Knowlton Quebec,Canada,"(52.4760892, -71.8258668)",
4926,Ramada by Wyndham Camrose,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Spa', 'Breakfast Available', 'Business Centre with Internet Access', 'Casino and Gambling', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",4702 73rd St Camrose Alberta,Canada,"(55.001251, -115.002136)",116.0
4927,Canalta Camrose,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Business Centre with Internet Access', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4710 73 St Camrose Alberta,Canada,"(53.0178527, -112.865435)",
4928,Norsemen Inn,,,[],6505 48 Ave Camrose Alberta,Canada,"(53.0146808, -112.7936884)",
4929,Camrose Motel,2.5,Average,"['Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Smoking rooms available']", ,Canada,"('nil', 'nil')",
4930,Motel 6 Camrose,,,[],6216 48 Ave ,Canada,"(53.2544735, -110.0006153)",110.0
4931,Best Western Wainwright Inn & Suites,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",1209 27 St Wainwright Alberta,Canada,"(52.8434629, -110.8323608)",170.0
4932,Springs Motor Inn,3.5,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Concierge', 'Electric vehicle charging station', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",2114 14 Ave Wainwright Alberta,Canada,"(52.8433858, -110.8320326)",79.0
4933,Day's Motel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Microwave', 'Refrigerator in room']",2101 14 Ave Wainwright Alberta,Canada,"(52.8433858, -110.8320326)",79.0
4934,Bison Motel,,,[],601 14 Ave Wainwright Alberta,Canada,"(52.8433858, -110.8320326)",81.0
4935,Havre Musical de L'Islet,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",7 Saint-Louis-de-L'Isle-aux-Coudres Quebec,Canada,"(47.3692872, -70.4120237)",
4936,L'Hotel du Capitaine,4.0,Very good,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']",303 Quebec G,Canada,"(-18.5687499, -46.5452873)",
4937,Auberge La Fascine,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Accessible rooms', 'Non-smoking rooms']",1064 Chemin des Coudriers Saint-Bernard-sur-Mer Quebec,Canada,"(52.4760892, -71.8258668)",
4938,Gite du Moulin,4.0,Very good,[], ,Canada,"('nil', 'nil')",
4939,Sunny Slope Bed & Breakfast,4.5,Excellent,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning']",49125 Tapping Rd Vanderhoof British Columbia,Canada,"(55.001251, -125.002441)",
4940,Vanderhoof Inn,3.0,Average,"['Room service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",2351 Church Avenue Vanderhoof British Columbia,Canada,"(54.0149376, -124.0119654)",
4941,Tatuk Lake Resort,4.0,Very good,"['Refrigerator in room', 'Kitchenette']",407 Gold SSR Vanderhoof British Columbia,Canada,"(55.001251, -125.002441)",
4942,Glen's Motor Hotel,1.5,Poor,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",190 West 1st St. Vanderhoof British Columbia,Canada,"(54.0140007, -124.0146371)",
4943,Best Western Thompson Hotel & Suites,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",205 Mystery Lake Road Thompson Manitoba,Canada,"(55.7329709, -97.8563218)",150.0
4945,Mystery Lake Motor Hotel,3.0,Average,"['Pool', 'Room service', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",175 Selkirk Ave Thompson Manitoba,Canada,"(55.7414355, -97.8533015)",
4946,The Burntwood Hotel,2.0,Poor,"['Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Concierge', 'Dry Cleaning', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']", ,Canada,"('nil', 'nil')",
4947,Mackenzie's Motel and Cottages,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Heated pool', 'Non-smoking hotel', 'Outdoor pool', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,"('nil', 'nil')",
4948,Roseway River Cottages,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",50 Riverview Drive Shelburne Nova Scotia,Canada,"(43.7890682229605, -65.3478477929431)",115.0
4949,Boulder Cove Cottages,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,"('nil', 'nil')",
4950,Barracks Cove Kitchenettes,4.0,,[],41 Islands Park Rd ,Canada,"(43.7682529234035, -65.3399397570664)",
4951,Holiday Inn Express and Suites Brantford,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Indoor pool', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Non-smoking rooms']",27 Sinclair Blvd Brantford Ontario,Canada,"(43.1708786, -80.216213)",
4952,Days Inn by Wyndham Brantford,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",460 Fairview Dr Brantford Ontario,Canada,"(43.1725716, -80.2465277)",
4953,Best Western Brantford Hotel & Conference Centre,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Room service', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Breakfast included', 'Airport transportation', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",19 Holiday Drive Brantford Ontario,Canada,"(43.1636685130634, -80.2408647834677)",
4954,Mohawk Motel,2.5,Average,"['Room service', 'Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Air conditioning']",769 Colborne St Brantford Ontario,Canada,"(43.1453274, -80.2041461)",65.0
4955,Grand Motel,,,[],780 Colborne St ,Canada,"(43.6492486, -79.3742201)",65.0
4956,Riverside Glen Estate,,,[],357 Brant County Road 18 ,Canada,"(43.1285389, -80.1961991285714)",
4957,TownePlace Suites Brantford,,,[],30 Fen Ridge Court ,Canada,"(43.16471, -80.34029)",
4958,Best Western Plus Cambridge Hotel,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Suites']",730 Hespeler Rd Cambridge Ontario,Canada,"(43.410526, -80.328512)",136.0
4959,"Homewood Suites by Hilton Cambridge-Waterloo, Ontario",,,[],800 Jamieson Pky Cambridge Ontario,Canada,"(43.42278925, -80.2869214404584)",167.0
4960,Comfort Inn Cambridge,3.5,Very good,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",220 Holiday Inn Dr Cambridge Ontario,Canada,"(43.417371922845, -80.3243552791234)",
4961,Hilton Garden Inn Kitchener,4.0,Very good,"['Pool', 'Restaurant', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",746 Hespeler Rd Cambridge Ontario,Canada,"(43.4110172285568, -80.3285434307415)",153.0
4963,Seine Boat Inn,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']", ,Canada,"('nil', 'nil')",
4964,Nimpkish Hotel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",318 Fir Street Alert Bay British Columbia,Canada,"(50.576798, -126.907369)",
4965,Orca Inn,5.0,Excellent,[],291 Fir St Alert Bay British Columbia,Canada,"(50.576798, -126.907369)",
4966,Crestview Guest House,5.0,,[],38 Devonshire Street ,Canada,"(51.52168025, -0.15013165799855)",
4967,Days Inn by Wyndham Miramichi NB,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Babysitting', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",457 King George Highway Miramichi New Brunswick,Canada,"(47.0400946, -65.4789572)",
4968,Knights Inn & Suites Miramichi,,,[],333 King George Hwy Miramichi New Brunswick,Canada,"(47.0400946, -65.4789572)",
4969,Fundy Line Motel & Restaurant,3.5,Very good,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",869 King George Hwy Miramichi New Brunswick,Canada,"(47.0400946, -65.4789572)",
4970,Governor's Mansion Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",62 St. Patrick's Dr Miramichi New Brunswick,Canada,"(46.983663, -65.5542247)",
4971,Holiday Inn Express Deer Lake,4.5,Excellent,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",38 Bennett's Ave Deer Lake Newfoundland and Labrador,Canada,"(53.8217327, -61.2295532)",
4972,Cache Rapids Vacation Rental,,,[],174 Reidville Rd ,Canada,"(34.8729275, -82.081272)",129.0
4973,Train Station Inn,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",21 Station Road Tatamagouche Nova Scotia,Canada,"(45.7089419298788, -63.2846927213889)",
4974,MeHomeBy Bed and Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",2901 Malagash Rd Tatamagouche Nova Scotia,Canada,"(45.1960403, -63.1653789)",
4975,Forest Haven Inn B & B,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Non-smoking rooms']",8627 Hwy 311 Balfron Tatamagouche Nova Scotia,Canada,"(45.6665177397199, -63.2305514980492)",
4976,Green Dragon Organic Farm and B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel']", ,Canada,"('nil', 'nil')",
4977,The Sunshine Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",4487 Highway 2 Parrsboro Nova Scotia,Canada,"(45.4322102913732, -64.3394944756077)",117.0
4978,The Parrsboro Mansion Inn,5.0,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Heated pool', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Non-smoking rooms', 'Suites']", ,Canada,"('nil', 'nil')",
4979,Adams Goldens Acres Motel,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",438 County Road 20 Kingsville Ontario,Canada,"(42.0305343, -82.7682901)",79.0
4980,"Jack's GastroPub, Inn31",4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms', 'Suites']",31 Division St S Kingsville Ontario,Canada,"(42.0367146, -82.7394708)",129.0
